customer_id,customer_name,gender,age,country,customer_segment,order_id,order_date,shipping_date,delivery_date,delivery_time_days,order_status,product_id,product_name,product_category,sub_category,brand,supplier_name,quantity,unit_price,total_amount,discount_percentage,shipping_cost,profit,profit_margin,warehouse_location,shipping_provider,Customer_rating,return_flag,product_views,add_to_cart_count,repeat_purchase_flag,payment_method,sales_channel
CUST8569,Gary Jones,Male,42,South Africa,Vip,ORD010242,11/5/2022,11/5/2022,11/12/2022,7,Cancelled,PROD762,NovaTech Accessories,Electronics,Accessories,NovaTech,GlobalTech,4,1922.93,7691.72,48.71,62.89,308.67,4.01,Accra,DHL,1,Yes,3692,716,Yes,Transfer,Mobile_App
CUST7594,Frederick Padilla,Female,57,Nigeria,Returning,ORD010243,2/23/2023,2/24/2023,3/6/2023,10,Delivered,PROD862,NovaTech Cleaning,Home Appliances,Cleaning,NovaTech,PrimeSource,8,114.97,919.76,22.83,40.71,-85.82,-9.33,Accra,GIG,4,Yes,4834,786,No,Cash,Website
CUST8900,,Female,23,Ghana,Vip,ORD010244,4/6/2022,7/4/2022,4/11/2022,4,Cancelled,PROD677,NovaTech Women Wear,Fashion,Women Wear,NovaTech,GlobalTech,3,20.53,61.59,3.54,53.41,22.58,36.66,Abuja,UPS,4,Yes,3012,577,No,Cash,Marketplace
CUST9087,Kristi Marshall,Male,46,Ghana,New,ORD010245,11/22/2022,11/22/2022,12/1/2022,9,Returned,PROD980,NovaTech Consoles,Gaming,Consoles,NovaTech,GlobalTech,2,943.58,1887.16,23.86,12.67,159.38,8.45,Abuja,FedEx,4,No,3278,11,No,Card,Mobile_App
CUST7538,Bob Sanchez,Female,55,South Africa,Returning,ORD010246,8/19/2023,8/24/2023,8/31/2023,7,Returned,PROD837,Zentrix Gaming Accessories,Gaming,Gaming Accessories,Zentrix,NextWave,3,481.14,1443.42,8.35,57.37,79.69,5.52,Accra,DHL,2,No,3761,595,Yes,Transfer,Marketplace
CUST3031,,Male,58,Nigeria,New,ORD010247,12/10/2022,12/12/2022,12/19/2022,7,Pending,PROD876,Auralis Kitchen,Home Appliances,Kitchen,Auralis,GlobalTech,7,1380.5,9663.5,21.12,88.69,-137.94,-1.43,Lagos,DHL,2,No,1879,292,No,Cash,Mobile_App
CUST1375,Hannah Logan,Male,36,South Africa,New,ORD010248,7/9/2024,7/10/2024,7/15/2024,5,Returned,PROD320,Zentrix Women Wear,Fashion,Women Wear,Zentrix,PrimeSource,7,86.9,608.3,47.65,120.83,27.92,4.59,Lagos,UPS,4,Yes,3404,175,No,Transfer,Marketplace
CUST4123,Chelsea Smith,Male,30,Ghana,Returning,ORD010249,1/6/2023,11/1/2023,1/12/2023,1,Delivered,PROD972,NovaTech Women Wear,Fashion,Women Wear,NovaTech,GlobalTech,3,205.32,615.96,23.34,94.25,-86.37,-14.02,Lagos,GIG,0,Yes,1916,171,No,Cash,Mobile_App
CUST8762,Ryan Wright,Female,24,South Africa,Vip,ORD010250,12/29/2022,12/31/2022,12/31/2022,0,Cancelled,PROD895,Zentrix Women Wear,Fashion,Women Wear,Zentrix,PrimeSource,6,135.01,810.06,56.26,18.15,307.39,37.95,Abuja,UPS,1,Yes,2692,19,Yes,Wallet,Website
CUST8067,David Soto,Male,36,Nigeria,Returning,ORD010251,2/9/2023,3/9/2023,9/4/2023,1,Delivered,PROD504,HyperGrid Consoles,Gaming,Consoles,HyperGrid,PrimeSource,2,165.18,330.36,56.94,114.75,104.64,31.67,Lagos,FedEx,3,Yes,1231,144,Yes,Cash,Mobile_App
CUST4473,James Riley,Female,64,Kenya,New,ORD010252,3/14/2022,3/14/2022,3/19/2022,5,Delivered,PROD722,NovaTech Men Wear,Fashion,Men Wear,NovaTech,GlobalTech,4,217.16,868.64,42.18,138.12,-47.67,-5.49,Lagos,GIG,1,No,1509,277,No,Wallet,Marketplace
CUST9068,Alicia Hughes,Male,39,Ghana,Returning,ORD010253,8/3/2023,8/7/2023,8/12/2023,5,Returned,PROD278,Zentrix Consoles,Gaming,Consoles,Zentrix,SupplyHub Ltd,4,274.61,1098.44,9.22,110.97,54.82,4.99,Lagos,UPS,2,No,4031,19,No,Transfer,Store
CUST5816,Anthony Huffman,Male,44,Nigeria,New,ORD010254,4/6/2023,8/4/2023,4/17/2023,9,Returned,PROD997,HyperGrid Laptops,Electronics,Laptops,HyperGrid,SupplyHub Ltd,8,1996.38,15971.04,33.18,73.45,598.63,3.75,Lagos,FedEx,3,Yes,2775,449,No,Cash,Website
CUST1770,Veronica Young,Male,59,Ghana,Returning,ORD010255,4/29/2022,3/5/2022,7/5/2022,4,Delivered,PROD970,Auralis Shoes,Fashion,Shoes,Auralis,GlobalTech,1,193.6,193.6,18.21,5.24,62.64,32.36,Lagos,FedEx,1,Yes,4829,332,No,Wallet,Store
CUST8893,Sara Robertson,Female,41,Ghana,Returning,ORD010256,2/22/2022,2/22/2022,2/23/2022,1,Returned,PROD608,OmniCore Accessories,Electronics,Accessories,OmniCore,NextWave,2,1047.88,2095.76,27.81,93.1,416.89,19.89,Abuja,GIG,5,Yes,2592,157,Yes,Cash,Marketplace
CUST5145,Latasha Ochoa,Female,62,Nigeria,Returning,ORD010257,7/27/2023,7/26/2023,8/3/2023,8,Delivered,PROD332,OmniCore VR,Gaming,VR,OmniCore,PrimeSource,2,380.52,761.04,3.1,107.19,205.99,27.07,Lagos,DHL,2,Yes,2713,506,No,Wallet,Store
CUST2413,Thomas Maldonado,Female,27,Nigeria,New,ORD010258,6/12/2023,6/15/2023,6/25/2023,10,Delivered,PROD802,Auralis Cleaning,Home Appliances,Cleaning,Auralis,SupplyHub Ltd,1,1357.25,1357.25,18.9,100.83,111.97,8.25,Lagos,UPS,2,Yes,620,61,No,Wallet,Marketplace
CUST9391,Chad Mccarty,Male,19,Ghana,Returning,ORD010259,6/6/2024,9/6/2024,6/15/2024,6,Pending,PROD755,OmniCore VR,Gaming,VR,OmniCore,NextWave,8,625.6,5004.8,34.31,76.48,1129.02,22.56,Abuja,GIG,5,No,2278,274,No,Transfer,Mobile_App
CUST8008,,Female,47,Kenya,Returning,ORD010260,9/22/2022,9/26/2022,9/27/2022,1,Pending,PROD965,NovaTech Women Wear,Fashion,Women Wear,NovaTech,GlobalTech,6,192.05,1152.3,55.21,80.77,70.34,6.1,Lagos,FedEx,0,No,2205,348,No,Cash,Website
CUST4907,Luke Walker,Male,43,South Africa,Vip,ORD010261,7/30/2023,7/29/2023,7/28/2023,-1,Returned,PROD360,Auralis Consoles,Gaming,Consoles,Auralis,GlobalTech,4,824.87,3299.48,41.98,12.96,500.27,15.16,Lagos,DHL,2,Yes,3421,632,No,Transfer,Store
CUST6182,Tracy Lin,Female,63,Nigeria,Returning,ORD010262,9/23/2023,9/28/2023,1/10/2023,3,Returned,PROD608,HyperGrid Gaming Accessories,Gaming,Gaming Accessories,HyperGrid,PrimeSource,7,270.89,1896.23,24.98,19.88,74.47,3.93,Lagos,GIG,2,No,503,98,Yes,Card,Mobile_App
CUST9291,Garrett Esparza,Male,51,Kenya,New,ORD010263,4/10/2024,4/11/2024,4/16/2024,5,Delivered,PROD571,Auralis Smartphones,Electronics,Smartphones,Auralis,GlobalTech,6,656.77,3940.62,6.68,46.01,-230.66,-5.85,Abuja,DHL,3,Yes,2854,557,No,Transfer,Store
CUST4051,Andrew Perez,Female,35,Kenya,New,ORD010264,10/27/2024,10/28/2024,10/29/2024,1,Delivered,PROD717,NovaTech Women Wear,Fashion,Women Wear,NovaTech,SupplyHub Ltd,5,65.46,327.3,41.41,37.23,73.13,22.34,Lagos,UPS,4,No,4724,445,No,Cash,Website
CUST7751,Jordan Webster,Female,24,South Africa,New,ORD010265,7/21/2024,7/21/2024,7/25/2024,4,Returned,PROD834,OmniCore VR,Gaming,VR,OmniCore,SupplyHub Ltd,5,788.19,3940.95,22.97,18.99,1411.81,35.82,Lagos,UPS,2,No,1146,49,No,Wallet,Website
CUST1013,Ashley Willis,Male,56,Kenya,New,ORD010266,1/29/2023,1/28/2023,1/31/2023,3,Returned,PROD484,Auralis Smartphones,Electronics,Smartphones,Auralis,GlobalTech,6,1249.7,7498.2,24.29,89.4,1633.57,21.79,Lagos,FedEx,2,Yes,244,9,No,Cash,Mobile_App
CUST3912,Rebecca Brown,Male,55,Nigeria,Vip,ORD010267,3/23/2024,3/26/2024,4/4/2024,9,Returned,PROD906,NovaTech Women Wear,Fashion,Women Wear,NovaTech,GlobalTech,7,184.55,1291.85,42.25,142.26,255.03,19.74,Lagos,DHL,3,No,3238,466,No,Card,Website
CUST4269,Devin Boyer,Male,26,Ghana,New,ORD010268,11/7/2023,7/12/2023,7/19/2023,7,Returned,PROD558,OmniCore Shoes,Fashion,Shoes,OmniCore,GlobalTech,3,100.36,301.08,20.17,111.81,83.88,27.86,Accra,UPS,3,Yes,1533,90,No,Cash,Mobile_App
CUST5818,Sarah Lewis,Female,54,Kenya,New,ORD010269,6/1/2024,6/3/2024,6/9/2024,6,Pending,PROD106,Zentrix Accessories,Electronics,Accessories,Zentrix,PrimeSource,1,2311.49,2311.49,28.4,121.76,50.16,2.17,Lagos,UPS,2,Yes,4820,464,No,Card,Website
CUST7427,Chad Smith,Male,25,Ghana,New,ORD010270,6/21/2022,6/22/2022,6/29/2022,7,Delivered,PROD474,Auralis Gaming Accessories,Gaming,Gaming Accessories,Auralis,NextWave,3,610.03,1830.09,45.52,114.7,698.12,38.15,Lagos,UPS,4,Yes,3004,563,No,Card,Marketplace
CUST4561,Austin Jones,Female,55,Nigeria,Returning,ORD010271,7/9/2024,7/12/2024,7/13/2024,1,Returned,PROD120,HyperGrid Women Wear,Fashion,Women Wear,HyperGrid,SupplyHub Ltd,8,191.3,12243.2,33.83,132.49,656.57,5.36,Lagos,UPS,3,No,2713,493,No,Transfer,Marketplace
CUST7004,John Burke,Male,42,South Africa,New,ORD010272,8/5/2024,8/6/2024,8/5/2024,-1,Pending,PROD210,HyperGrid Smartphones,Electronics,Smartphones,HyperGrid,GlobalTech,3,2267.48,6802.44,44.84,140.89,-722.56,-10.62,Accra,DHL,5,Yes,637,63,No,Card,Marketplace
CUST8072,Leslie Cain,Male,64,Kenya,New,ORD010273,9/8/2023,8/13/2023,8/23/2023,10,Returned,PROD161,OmniCore Shoes,Fashion,Shoes,OmniCore,SupplyHub Ltd,4,25.89,103.56,27.31,145.81,34.76,33.57,Abuja,UPS,5,Yes,4881,695,No,Card,Mobile_App
CUST5106,Sarah Obrien,Female,27,South Africa,Vip,ORD010274,11/14/2023,11/13/2023,11/21/2023,8,Returned,PROD905,Auralis Accessories,Electronics,Accessories,Auralis,GlobalTech,5,1550.53,7752.65,13.79,86.24,-222.22,-2.87,Lagos,FedEx,0,No,1695,237,No,Cash,Mobile_App
CUST4407,Summer Frazier,Female,50,Kenya,New,ORD010275,3/13/2024,3/16/2024,3/16/2024,0,Cancelled,PROD859,Zentrix Men Wear,Fashion,Men Wear,Zentrix,SupplyHub Ltd,7,265.23,1856.61,12.76,78.48,172.23,9.28,Accra,DHL,0,No,3349,587,No,Wallet,Mobile_App
CUST1315,Robert Rodriguez,Female,30,South Africa,New,ORD010276,6/17/2022,6/18/2022,6/18/2022,0,Pending,PROD518,OmniCore Shoes,Fashion,Shoes,OmniCore,NextWave,1,290.1,290.1,22.09,105.31,9.93,3.42,Accra,GIG,5,Yes,4323,624,No,Transfer,Marketplace
CUST7960,Karen Ellison,Male,21,South Africa,Returning,ORD010277,2/10/2023,4/10/2023,3/10/2023,-1,Returned,PROD443,Zentrix Shoes,Fashion,Shoes,Zentrix,SupplyHub Ltd,8,57.32,458.56,34.29,42.99,142.99,31.18,Abuja,FedEx,1,No,1487,8,Yes,Cash,Website
CUST6354,Mr. Nicholas Skinner,Female,25,Nigeria,New,ORD010278,10/29/2023,10/30/2023,2/11/2023,3,Returned,PROD947,NovaTech Men Wear,Fashion,Men Wear,NovaTech,GlobalTech,5,270.67,1353.35,45.94,121.75,-122.39,-9.04,Lagos,DHL,1,Yes,2236,379,No,Wallet,Marketplace
CUST9885,,Male,54,South Africa,New,ORD010279,9/29/2024,4/10/2024,10/14/2024,10,Returned,PROD170,Auralis Gaming Accessories,Gaming,Gaming Accessories,Auralis,PrimeSource,4,830.43,3321.72,9.5,31.47,1128.44,33.97,Lagos,UPS,2,No,3236,144,No,Wallet,Mobile_App
CUST6368,Deborah Cobb,Male,39,Kenya,Vip,ORD010280,12/1/2022,2/12/2022,12/4/2022,2,Delivered,PROD237,Auralis Gaming Accessories,Gaming,Gaming Accessories,Auralis,NextWave,8,881.3,7050.4,11.89,121.86,-428.89,-6.08,Lagos,DHL,5,No,2972,25,No,Transfer,Marketplace
CUST3885,Dr. John Dominguez,Male,37,Kenya,Returning,ORD010281,2/28/2024,2/29/2024,3/6/2024,6,Delivered,PROD122,HyperGrid Kitchen,Home Appliances,Kitchen,HyperGrid,SupplyHub Ltd,2,299.55,599.1,5.19,23.61,72.53,12.11,Lagos,DHL,3,No,765,95,No,Transfer,Store
CUST1743,Katie Williams,Female,28,Ghana,New,ORD010282,6/8/2024,6/11/2024,12/6/2024,1,Delivered,PROD624,OmniCore Smartphones,Electronics,Smartphones,OmniCore,PrimeSource,4,2146.38,8585.52,4.42,17.71,2958.53,34.46,Abuja,DHL,5,Yes,4145,167,No,Transfer,Marketplace
CUST5525,Anna Grimes,Male,41,Ghana,New,ORD010283,10/9/2023,10/13/2023,10/16/2023,3,Returned,PROD579,Auralis VR,Gaming,VR,Auralis,NextWave,1,638.44,638.44,40.05,78.7,174.47,27.33,Abuja,FedEx,2,Yes,4254,369,No,Cash,Website
CUST2263,Aaron Hubbard,Male,25,South Africa,Returning,ORD010284,8/13/2022,8/14/2022,8/14/2022,0,Returned,PROD244,Zentrix Accessories,Electronics,Accessories,Zentrix,GlobalTech,1,1686.85,1686.85,26.19,40.08,529.79,31.41,Lagos,DHL,4,Yes,2598,176,Yes,Cash,Marketplace
CUST7807,Marie Turner,Male,65,Ghana,New,ORD010285,5/10/2022,4/10/2022,4/10/2022,0,Returned,PROD241,Zentrix Shoes,Fashion,Shoes,Zentrix,PrimeSource,4,27.94,111.76,54.51,44.19,7.99,7.15,Abuja,GIG,4,No,2595,339,No,Cash,Marketplace
CUST4291,Donna Coleman,Male,58,Nigeria,New,ORD010286,3/27/2023,1/4/2023,2/4/2023,1,Delivered,PROD491,HyperGrid Accessories,Electronics,Accessories,HyperGrid,SupplyHub Ltd,4,1533.02,6132.08,10.97,93.84,-618.49,-10.09,Lagos,UPS,5,Yes,2589,234,No,Wallet,Mobile_App
CUST4932,Ashley Diaz,Female,27,Ghana,Vip,ORD010287,11/30/2024,12/1/2024,12/7/2024,6,Delivered,PROD825,Zentrix Kitchen,Home Appliances,Kitchen,Zentrix,GlobalTech,4,210.41,841.64,22.42,96.4,-113.7,-13.51,Lagos,GIG,4,No,4360,521,Yes,Cash,Store
CUST8315,Mia Evans,Female,60,Nigeria,Returning,ORD010288,11/2/2023,11/3/2023,11/2/2023,-1,Delivered,PROD156,OmniCore Laptops,Electronics,Laptops,OmniCore,SupplyHub Ltd,8,1142.8,9142.4,14.4,6.24,1796.77,19.65,Abuja,UPS,4,No,1006,110,Yes,Wallet,Website
CUST9775,Teresa Gomez,Female,51,Kenya,Returning,ORD010289,3/6/2022,11/3/2022,10/3/2022,-1,Pending,PROD535,Zentrix Shoes,Fashion,Shoes,Zentrix,PrimeSource,7,94.89,664.23,28.86,104.95,205.66,30.96,Lagos,FedEx,2,Yes,2964,52,No,Cash,Marketplace
CUST8831,Kenneth King,Male,30,Kenya,Vip,ORD010290,11/5/2023,8/11/2023,11/9/2023,1,Returned,PROD672,HyperGrid Smartphones,Electronics,Smartphones,HyperGrid,SupplyHub Ltd,7,1233.81,8636.67,56.47,21.37,2667.1,30.88,Lagos,DHL,1,Yes,4859,969,No,Transfer,Marketplace
CUST7035,Gabriel Buchanan,Female,39,South Africa,Returning,ORD010291,11/8/2022,11/7/2022,11/16/2022,9,Delivered,PROD281,HyperGrid Cleaning,Home Appliances,Cleaning,HyperGrid,SupplyHub Ltd,8,707.61,5660.88,55.42,82.66,1832.96,32.38,Lagos,FedEx,2,No,4960,230,Yes,Transfer,Marketplace
CUST2367,Regina Sullivan,Male,23,Kenya,Returning,ORD010292,2/23/2022,2/28/2022,2/28/2022,0,Delivered,PROD273,HyperGrid Shoes,Fashion,Shoes,HyperGrid,GlobalTech,2,86.59,173.18,17.15,30.75,-24.77,-14.3,Lagos,DHL,4,No,1498,11,Yes,Transfer,Marketplace
CUST5481,,Female,63,South Africa,New,ORD010293,5/24/2023,5/26/2023,5/27/2023,1,Delivered,PROD910,Zentrix Kitchen,Home Appliances,Kitchen,Zentrix,SupplyHub Ltd,3,677.88,2033.64,37.99,40.46,579.68,28.5,Lagos,GIG,3,No,348,46,No,Transfer,Mobile_App
CUST7565,Anthony Grant,Male,28,South Africa,New,ORD010294,7/7/2024,7/9/2024,7/13/2024,4,Delivered,PROD420,HyperGrid Accessories,Electronics,Accessories,HyperGrid,SupplyHub Ltd,6,2071.41,12428.46,10.16,126.85,3167.93,25.49,Abuja,DHL,1,Yes,560,78,No,Wallet,Store
CUST6642,Charles Wall,Female,62,South Africa,Returning,ORD010295,1/13/2022,1/12/2022,11/1/2022,-1,Delivered,PROD850,Zentrix Accessories,Electronics,Accessories,Zentrix,GlobalTech,2,1935.7,3871.4,49.59,131.77,282.39,7.29,Lagos,DHL,4,No,2343,353,No,Wallet,Marketplace
CUST3029,Brandon Martinez,Male,36,South Africa,Returning,ORD010296,2/5/2024,5/6/2024,6/5/2024,0,Returned,PROD977,HyperGrid Kitchen,Home Appliances,Kitchen,HyperGrid,PrimeSource,1,779.52,779.52,40.82,10.2,44.43,5.7,Lagos,GIG,0,No,3408,291,Yes,Cash,Mobile_App
CUST4681,Melissa Clark,Female,30,Kenya,Returning,ORD010297,11/5/2024,7/11/2024,11/16/2024,9,Returned,PROD621,Zentrix Gaming Accessories,Gaming,Gaming Accessories,Zentrix,SupplyHub Ltd,6,687.95,4127.7,0.49,12.07,1208.75,29.28,Lagos,DHL,3,Yes,2322,94,No,Transfer,Website
CUST5608,Susan Roberts,Female,58,Ghana,New,ORD010298,4/29/2023,4/29/2023,5/2/2023,3,Delivered,PROD408,Zentrix Shoes,Fashion,Shoes,Zentrix,PrimeSource,5,299.87,1499.35,2.65,92.25,132.23,8.82,Accra,FedEx,3,Yes,2689,176,No,Cash,Website
CUST7758,Jessica Gaines,Female,31,Ghana,Vip,ORD010299,8/29/2022,1/9/2022,9/1/2022,0,Cancelled,PROD823,Zentrix Cooling,Home Appliances,Cooling,Zentrix,PrimeSource,7,827.06,5789.42,34.01,50.03,2147.13,37.09,Accra,GIG,1,No,1922,196,No,Card,Mobile_App
CUST6687,Christine Marshall,Female,56,Ghana,Returning,ORD010300,7/29/2022,7/28/2022,8/2/2022,5,Returned,PROD132,NovaTech Accessories,Electronics,Accessories,NovaTech,GlobalTech,2,2276.59,4553.18,42.75,92.64,1759.31,38.64,Lagos,FedEx,5,Yes,4122,504,Yes,Transfer,Marketplace
CUST9614,Christian Miller,Female,26,Ghana,Vip,ORD010301,6/19/2023,6/22/2023,7/2/2023,10,Cancelled,PROD235,HyperGrid Cooling,Home Appliances,Cooling,HyperGrid,SupplyHub Ltd,1,713.64,713.64,13.24,95.8,268.36,37.6,Accra,UPS,4,No,3253,201,No,Cash,Mobile_App
CUST5464,George Campbell,Female,34,Ghana,Returning,ORD010302,2/25/2022,3/1/2022,3/3/2022,2,Delivered,PROD296,HyperGrid VR,Gaming,VR,HyperGrid,SupplyHub Ltd,7,680.89,4766.23,59.76,34.31,-372.95,-7.82,Lagos,DHL,3,No,395,57,Yes,Card,Marketplace
CUST1773,Douglas Morgan,Female,21,Nigeria,New,ORD010303,2/19/2023,2/19/2023,2/24/2023,5,Cancelled,PROD545,Zentrix Men Wear,Fashion,Men Wear,Zentrix,PrimeSource,6,46.16,276.96,57.3,32.28,49.16,17.75,Lagos,FedEx,3,Yes,4147,116,No,Cash,Website
CUST4814,Derek Evans,Female,57,South Africa,Returning,ORD010304,5/27/2023,1/6/2023,6/9/2023,8,Delivered,PROD640,Auralis Kitchen,Home Appliances,Kitchen,Auralis,SupplyHub Ltd,5,376.21,1881.05,39.88,143.98,-262.82,-13.97,Abuja,UPS,5,No,2430,9,No,Wallet,Marketplace
CUST7998,Allison Fisher,Male,38,Nigeria,New,ORD010305,11/10/2024,10/15/2024,10/24/2024,9,Returned,PROD254,Auralis Cleaning,Home Appliances,Cleaning,Auralis,GlobalTech,6,301.4,1808.4,57.63,128.9,-230.18,-12.73,Accra,UPS,5,No,632,51,No,Card,Store
CUST1729,Jerry Wyatt,Male,49,Nigeria,New,ORD010306,9/29/2024,9/28/2024,2/10/2024,4,Pending,PROD187,OmniCore Consoles,Gaming,Consoles,OmniCore,PrimeSource,6,741.96,4451.76,39.08,68.06,1214.49,27.28,Abuja,DHL,1,No,2185,74,No,Transfer,Mobile_App
CUST1770,Lisa Stephens,Female,65,Nigeria,Returning,ORD010307,4/3/2023,4/8/2023,9/4/2023,1,Returned,PROD231,Auralis Accessories,Electronics,Accessories,Auralis,SupplyHub Ltd,4,480.16,15365.12,38.65,53.4,4815.64,31.34,Abuja,FedEx,3,Yes,720,104,No,Cash,Website
CUST8499,Shawn Schneider,Female,23,Nigeria,New,ORD010308,5/19/2023,5/19/2023,5/24/2023,5,Cancelled,PROD615,Zentrix Cleaning,Home Appliances,Cleaning,Zentrix,PrimeSource,6,777.82,4666.92,21.52,64.38,188.21,4.03,Abuja,DHL,0,No,4963,253,No,Wallet,Marketplace
CUST5183,Jennifer Mack,Female,33,Ghana,Returning,ORD010309,2/15/2024,2/18/2024,2/27/2024,9,Delivered,PROD858,Auralis Cleaning,Home Appliances,Cleaning,Auralis,PrimeSource,2,399.78,799.56,31.56,97.11,224.95,28.13,Abuja,GIG,5,Yes,4907,736,No,Transfer,Mobile_App
CUST9618,Thomas Sandoval MD,Male,24,Kenya,Returning,ORD010310,11/8/2023,11/9/2023,9/11/2023,0,Returned,PROD923,OmniCore Gaming Accessories,Gaming,Gaming Accessories,OmniCore,PrimeSource,6,202.19,1213.14,20.64,78.75,245.34,20.22,Accra,DHL,5,Yes,2684,522,No,Transfer,Marketplace
CUST5662,Kimberly Ellis,Female,45,South Africa,New,ORD010311,7/28/2024,8/1/2024,8/1/2024,0,Delivered,PROD990,NovaTech Laptops,Electronics,Laptops,NovaTech,NextWave,1,2230.7,2230.7,54.39,98.33,55.23,2.48,Lagos,FedEx,1,Yes,3266,605,No,Wallet,Marketplace
CUST7942,Dana Wells,Male,52,Nigeria,New,ORD010312,1/23/2024,1/28/2024,2/6/2024,9,Delivered,PROD710,OmniCore Cleaning,Home Appliances,Cleaning,OmniCore,GlobalTech,5,424.56,2122.8,35.15,22.53,833.43,39.26,Lagos,DHL,2,No,1104,55,No,Card,Marketplace
CUST9267,Kenneth Ferguson,Female,61,Kenya,New,ORD010313,11/18/2023,11/18/2023,11/28/2023,10,Returned,PROD966,Auralis Smartphones,Electronics,Smartphones,Auralis,PrimeSource,4,1462.95,5851.8,47.5,138.37,1619,27.67,Lagos,FedEx,5,Yes,464,85,No,Cash,Store
CUST7518,Dr. Tamara Wallace,Male,38,Ghana,Returning,ORD010314,3/13/2024,3/12/2024,3/12/2024,0,Delivered,PROD568,HyperGrid Women Wear,Fashion,Women Wear,HyperGrid,SupplyHub Ltd,3,185.07,555.21,12.32,91.79,89.23,16.07,Lagos,UPS,1,No,130,12,Yes,Wallet,Marketplace
CUST2513,David Hill,Male,59,Nigeria,Returning,ORD010315,11/19/2022,11/23/2022,12/1/2022,8,Delivered,PROD794,OmniCore Smartphones,Electronics,Smartphones,OmniCore,NextWave,5,369.21,1846.05,20.16,17.71,-251.74,-13.64,Lagos,FedEx,3,No,4985,10,Yes,Wallet,Marketplace
CUST3772,Michael Foley,Male,55,Ghana,New,ORD010316,1/23/2024,1/23/2024,2/2/2024,10,Delivered,PROD951,Zentrix Women Wear,Fashion,Women Wear,Zentrix,SupplyHub Ltd,4,288.97,1155.88,17.98,67.13,-125.28,-10.84,Abuja,UPS,5,Yes,1316,173,No,Transfer,Store
CUST3034,Bryan Sanchez,Female,23,Nigeria,Vip,ORD010317,4/13/2023,4/18/2023,4/18/2023,0,Delivered,PROD626,HyperGrid Cleaning,Home Appliances,Cleaning,HyperGrid,NextWave,4,382.22,1528.88,54.59,5.55,293.25,19.18,Lagos,FedEx,0,No,3174,212,Yes,Transfer,Website
CUST2776,Faith Ortega,Female,48,Ghana,Vip,ORD010318,4/11/2023,3/11/2023,6/11/2023,3,Cancelled,PROD499,NovaTech Laptops,Electronics,Laptops,NovaTech,SupplyHub Ltd,5,365.65,1828.25,17.85,80.75,584.79,31.99,Abuja,GIG,1,Yes,3018,87,No,Card,Website
CUST1714,Charlotte Gonzales,Female,23,South Africa,New,ORD010319,7/23/2022,7/27/2022,7/26/2022,-1,Delivered,PROD716,OmniCore Accessories,Electronics,Accessories,OmniCore,GlobalTech,4,266.47,1065.88,55.66,106.09,-115.71,-10.86,Lagos,DHL,4,No,3364,305,No,Wallet,Mobile_App
CUST9051,,Male,65,Kenya,New,ORD010320,2/5/2023,4/5/2023,5/14/2023,10,Returned,PROD811,HyperGrid Shoes,Fashion,Shoes,HyperGrid,NextWave,8,124.22,993.76,52.17,29.96,268.37,27.01,Abuja,GIG,3,Yes,138,22,No,Card,Mobile_App
CUST8299,Gerald Castillo,Male,52,Kenya,Returning,ORD010321,7/21/2022,7/21/2022,7/29/2022,8,Delivered,PROD102,NovaTech Kitchen,Home Appliances,Kitchen,NovaTech,SupplyHub Ltd,8,1479.41,11835.28,8.4,57.99,-1029.38,-8.7,Abuja,DHL,0,Yes,1469,266,No,Card,Website
CUST7318,David Rodriguez,Male,44,Nigeria,Returning,ORD010322,7/16/2022,7/21/2022,7/26/2022,5,Delivered,PROD876,OmniCore Shoes,Fashion,Shoes,OmniCore,GlobalTech,6,262.87,1577.22,48.82,128.81,510.45,32.36,Lagos,DHL,3,Yes,4332,588,No,Card,Website
CUST5096,Tyler Mitchell,Male,28,Nigeria,Returning,ORD010323,4/30/2022,5/2/2022,5/3/2022,1,Returned,PROD272,Zentrix VR,Gaming,VR,Zentrix,GlobalTech,8,551.17,4409.36,56.13,95.82,422.88,9.59,Abuja,GIG,3,No,3926,498,Yes,Card,Mobile_App
CUST7976,Craig Williams,Female,52,Ghana,Returning,ORD010324,9/21/2024,9/24/2024,10/3/2024,9,Returned,PROD830,Auralis Women Wear,Fashion,Women Wear,Auralis,NextWave,1,122.17,122.17,5.61,60.04,38.33,31.37,Lagos,FedEx,1,Yes,966,168,Yes,Transfer,Mobile_App
CUST9314,Jennifer Contreras,Female,31,Nigeria,Returning,ORD010325,12/3/2023,12/4/2023,12/8/2023,4,Delivered,PROD602,OmniCore Gaming Accessories,Gaming,Gaming Accessories,OmniCore,SupplyHub Ltd,5,462.72,2313.6,3.75,132.69,102.44,4.43,Lagos,FedEx,5,Yes,991,127,No,Cash,Marketplace
CUST4426,Melissa Eaton,Male,33,Nigeria,Vip,ORD010326,7/21/2024,7/22/2024,7/30/2024,8,Pending,PROD313,OmniCore Cooling,Home Appliances,Cooling,OmniCore,GlobalTech,2,1129.13,2258.26,25.25,134.73,745.41,33.01,Accra,GIG,3,No,4580,717,No,Card,Mobile_App
CUST1909,Jonathan Kim,Male,53,Nigeria,New,ORD010327,4/1/2024,6/1/2024,1/12/2024,6,Delivered,PROD880,NovaTech Consoles,Gaming,Consoles,NovaTech,GlobalTech,4,687.93,2751.72,5.26,68.47,631.19,22.94,Lagos,UPS,5,No,2826,489,No,Transfer,Mobile_App
